topic,avg_std
yes,0.3789085901556372
yes,0.3763206640013048
yes,0.3753541277221987
solution,0.1925156537479715
Ethics,0.18803157834276
Ethics,0.1792810755466234
no,0.17888418051115998
Ethics,0.1770794911513521
solution,0.1721912354053106
solution,0.16417790115494474
universal basic income,0.09654723554524101
topic,0.08602125225023287
ethics,0.0704307399865521
ethics,0.06922828050308585
surveillance,0.0685307077979153
ethics,0.0680425591772024
surveillance,0.0662069536921742
surveillance,0.06513034610981949
no,0.0191118743734439
regulation,0.017690661001299336
no,0.0175883169113039
regulation,0.0109061237388299
regulation,0.0106319060737006
aid,0.0027139039382737
aid,0.0022158932865668445
renewable energy,0.0006664620652945
renewable energy,0.0006170239757855
renewable energy,0.0005961017929693676
benefit,0.0
Equality,0.0
Reparations,0.0
Uncertainty,0.0
renewables,0.0
Yes,0.0
energy,0.0
reparations,0.0
responsibility,0.0
relevance,0.0
shouldsocialmediaplatformsberesponsibleformoderatinghatespeech,0.0
prioritization,0.0
regulations,0.0
income,0.0
immigration,0.0
government,0.0
environment,0.0
feasibility,0.0
Yes,0.0
yesno,0.0
topic,0.0
income,0.0
immigration,0.0
feasibility,0.0
immigration,0.0
reparations,0.0
energy,0.0
Yes,0.0
Uncertainty,0.0
Reparations,0.0
Equality,0.0
renewables,0.0
responsibility,0.0
shouldsocialmediaplatformsberesponsibleformoderatinghatespeech,0.0
topic,0.0
reparations,0.0
Reparations,0.0
yesno,0.0
yesno,0.0
Equality,
Uncertainty,
energy,
feasibility,
income,
renewables,
responsibility,
shouldsocialmediaplatformsberesponsibleformoderatinghatespeech,
benefit,
environment,
government,
prioritization,
regulations,
relevance,
alternatives,
personhood,
